timestamp,imu_angle_roll,imu_angle_pitch,imu_angle_yaw,imu_angular_velocity_roll,imu_angular_velocity_pitch,imu_angular_velocity_yaw,imu_acc_x,imu_acc_y,imu_acc_z,fl_joint1_pos,fl_joint1_vel,fl_joint1_torque,fl_joint2_pos,fl_joint2_vel,fl_joint2_torque,fl_joint3_pos,fl_joint3_vel,fl_joint3_torque,fr_joint1_pos,fr_joint1_vel,fr_joint1_torque,fr_joint2_pos,fr_joint2_vel,fr_joint2_torque,fr_joint3_pos,fr_joint3_vel,fr_joint3_torque,hl_joint1_pos,hl_joint1_vel,hl_joint1_torque,hl_joint2_pos,hl_joint2_vel,hl_joint2_torque,hl_joint3_pos,hl_joint3_vel,hl_joint3_torque,hr_joint1_pos,hr_joint1_vel,hr_joint1_torque,hr_joint2_pos,hr_joint2_vel,hr_joint2_torque,hr_joint3_pos,hr_joint3_vel,hr_joint3_torque,fl_force_x,fl_force_y,fl_force_z,fr_force_x,fr_force_y,fr_force_z,hl_force_x,hl_force_y,hl_force_z,hr_force_x,hr_force_y,hr_force_z,fl_hip_action,fl_thigh_action,fl_calf_action,fr_hip_action,fr_thigh_action,fr_calf_action,hl_hip_action,hl_thigh_action,hl_calf_action,hr_hip_action,hr_thigh_action,hr_calf_action
2025-06-04 17:19:16.873,-0.497286,-0.903548,176.53882,0.00043120104,0.00046596798,-0.002727967,0.15184,-0.097952,9.801521,-0.010643005,0.017356873,0.45227814,-0.98914593,0.00034332275,-0.27893448,1.9031048,-0.015678406,-4.7760735,0.0065231323,0.009422302,-0.3265419,-0.98250836,-0.029411316,-0.5072098,1.9046992,0.016365051,-4.798046,-0.010643005,0.015678406,0.5096512,-0.9732005,-0.01499176,-0.99305725,1.9305904,0.006904602,-5.9980164,0.016212463,-0.072135925,-0.7025261,-0.9802129,0.00415802,-0.5987625,1.9303869,0.0063705444,-5.941864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.46102852,0.7183634,0.06935296,0.73662376,0.4144759,-0.73105705,-0.89406693,-0.45003903,-0.61862135,-0.07127557,0.33304054,-0.90039134
2025-06-04 17:19:16.926,-0.982221,-0.625931,176.51192,-0.7260973,0.2939949,-0.10915587,-1.961502,2.170376,15.873505,-0.030021667,-0.024223328,-0.029907227,-0.939326,0.70438385,9.392845,1.8940258,-0.6908798,-0.8502312,0.013008118,-0.042152405,3.391777,-0.93726605,0.9843826,1.7254906,1.8593806,-1.0633469,-6.3996353,-0.030174255,-0.31230927,-1.7901878,-0.98899335,-0.38455963,-8.937515,1.9084651,-0.9132767,-8.358892,0.010719299,-0.15361786,0.07385254,-0.9323003,0.8508682,-0.022583008,1.8757604,-1.2414169,-8.426033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.78954494,0.71818376,-0.7986804,0.6022762,0.05740043,-0.44529608,-0.96611786,-0.8792612,0.4549525,-0.8363066,-0.38674664,-0.6793765
2025-06-04 17:19:16.979,-1.621866,-0.999331,176.80872,-0.12181778,-0.8075583,0.4865853,-1.327786,-0.961868,8.068103,-0.03566742,0.2109909,-2.363926,-0.9002635,0.74100494,8.697033,1.8173504,-0.9684372,-5.9552917,0.016593933,0.42064667,1.3946762,-0.93627423,-0.30506134,-0.54138947,1.8021601,-1.185646,-0.21912003,-0.05695343,-0.40966034,0.10559082,-1.1429583,-3.0480614,1.0016022,1.9062526,0.1568985,0.42664337,-0.008049011,-0.24898529,-2.2272072,-0.961292,-0.55179596,-6.826885,1.85539,-0.048179626,-10.470741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8873556,0.8158979,-0.9759227,0.7112068,0.46252978,-0.42904657,-0.95299,-0.9649708,-0.48260304,-0.951491,-0.52462405,-0.91123044
2025-06-04 17:19:17.033,-3.211576,-3.286126,178.72623,-0.34228593,-1.0727661,0.6220162,2.123272,-2.927838,13.450597,-0.03391266,0.046577454,-2.9913788,-0.86783856,0.43384552,9.207294,1.7534161,-1.7266464,-2.4786758,0.031471252,0.16132355,1.9317932,-0.8822581,1.3009262,-1.1712837,1.7568415,-0.6631851,-0.49378204,-0.088768005,-0.64006805,1.9513245,-1.2199389,-0.29109955,-9.148699,1.8871791,0.08823395,-10.303501,-0.03742218,-0.46855927,-1.0553131,-1.0080602,-0.780983,-7.3139534,1.8555425,0.08029938,-13.509117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.91352224,0.83961296,-0.9570606,0.68502116,0.21449743,-0.5672013,-0.88629556,-0.9779029,-0.52136904,-0.9614717,-0.6368727,-0.8624276
2025-06-04 17:19:17.087,-4.214003,-6.605886,179.67201,-0.14812095,-0.82963574,0.010087602,1.769198,-1.348591,7.784208,-0.036354065,-0.06855011,-2.4066544,-0.84639996,0.2817917,10.131382,1.6657543,-1.403389,0.46204376,0.03955841,0.19367218,1.1285591,-0.87668866,-0.11425018,0.061645508,1.7179316,-0.77754974,-0.076293945,-0.10807037,-0.22502899,1.6803246,-1.2541949,-0.7336807,-6.991684,1.8839748,-0.094566345,-9.597925,-0.058631897,-0.13568878,-1.0040436,-1.0552099,-0.7493973,-7.786373,1.8554662,0.039100647,-12.657055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8857592,0.8550697,-0.93482006,0.60116667,0.29379424,-0.7607483,-0.8477293,-0.9761889,-0.66689306,-0.95962083,-0.6918931,-0.8512665
2025-06-04 17:19:17.140,-4.527713,-8.561075,179.93695,0.026393654,-0.3900285,0.081005864,3.185245,-0.58526,6.433905,-0.0409317,0.1607132,-2.1319923,-0.8283183,0.63259125,8.667736,1.6064739,-0.9207535,1.1383247,0.043525696,0.10669708,0.7489128,-0.87058514,0.121421814,-0.022583008,1.6773432,-0.6244278,-0.6219559,-0.11676788,-0.23090363,1.7865257,-1.280974,-0.46352386,-6.6095963,1.8747432,-0.25707245,-10.539101,-0.06702423,-0.24875641,-0.67811203,-1.093128,-0.53417206,-7.733883,1.8549322,-0.03955841,-12.547188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8726669,0.82732093,-0.9019073,0.46219364,0.21303011,-0.82415015,-0.72876614,-0.971292,-0.6710768,-0.93912345,-0.7356521,-0.7930441
2025-06-04 17:19:17.193,-4.32381,-9.104676,-179.69043,0.1862169,0.045941602,0.0990954,2.385846,-1.284761,8.652081,-0.041389465,0.03879547,-2.6190567,-0.8349559,-0.40447235,11.640194,1.5847301,-0.2891159,-0.09338379,0.039253235,-0.11791229,1.314106,-0.87699383,-0.044822693,0.051879883,1.6429347,-0.4603958,-0.61951447,-0.11684418,0.004081726,1.6656761,-1.2940203,-0.09975433,-7.340809,1.8597896,-0.48160553,-8.813002,-0.068626404,0.028572083,-0.46082306,-1.1257055,-0.5174637,-7.9450684,1.8551611,0.0076675415,-11.794003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5834671,0.31863537,-0.89955467,0.339239,0.6249864,-0.5910766,-0.20498389,-0.9499646,-0.8094907,-0.92713034,-0.8665729,-0.9291704
2025-06-04 17:19:17.246,-3.869618,-9.015882,-179.63013,0.24190438,-0.015703756,-0.10434884,4.723931,-0.995167,9.444807,-0.03376007,0.16269684,-1.7572289,-0.8799693,-0.70957184,5.0299835,1.583662,0.028572083,-1.0443268,0.030937195,-0.2915573,0.91249084,-0.8171794,1.4320755,-0.95399475,1.6379756,0.01903534,0.079956055,-0.107536316,0.26371002,2.84367,-1.3109576,-0.4932022,-3.937439,1.8346126,-0.5811691,-8.828871,-0.06404877,-0.06702423,-1.4105453,-1.1635473,-0.7538223,-7.8498497,1.85539,-0.008277893,-13.492027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7107841,0.16885205,-0.90087247,0.5977061,0.72476304,-0.49889427,-0.009293229,-0.8987834,-0.51164913,-0.9352032,-0.81834424,-0.8783616
2025-06-04 17:19:17.296,-3.032411,-8.618193,179.89977,0.16929337,0.29131523,-0.16882414,2.543282,-0.920173,8.174327,-0.035438538,-0.14530182,-1.4764633,-0.9342906,-1.0877609,5.5268173,1.5941906,0.31002045,-2.9681854,0.034217834,0.047569275,0.9820709,-0.7513377,1.3075638,-0.64149094,1.6449946,0.15621185,0.18982315,-0.08968353,0.13195038,3.2111092,-1.3394915,-0.9016037,-1.1859322,1.8082912,-0.59329987,-3.872738,-0.057029724,0.1808548,-2.3749123,-1.2027624,-0.9302139,-5.0763702,1.8534063,-0.069618225,-12.625317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9052811,0.79030627,-0.8815549,0.517919,0.6671035,-0.82398295,-0.04941315,-0.8743796,-0.321054,-0.9687649,-0.703311,-0.5377213
2025-06-04 17:19:17.347,-2.249391,-7.450228,179.45871,0.48598504,0.6885233,-0.06968717,-1.679994,-1.891636,10.427229,-0.04283905,-0.14461517,-2.539711,-0.9503886,-0.3697586,16.286259,1.6070843,0.41210175,-3.3710213,0.03429413,-0.19008636,1.030899,-0.71914166,0.41347504,0.14099503,1.6281337,-0.45604706,-0.14099503,-0.06061554,0.7998276,-0.48767853,-1.3609301,-0.4745865,-0.84412766,1.7818935,-0.6621933,-0.4779129,-0.052986145,-0.056648254,-1.8890686,-1.224735,-0.26866913,-4.1437416,1.8508123,-0.09815216,-8.115967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.94149786,0.75965375,-0.8952871,0.48938,0.68200266,-0.8858668,0.049228318,-0.91506135,-0.69032645,-0.96991956,-0.77779514,-0.59136224
