timestamp,imu_angle_roll,imu_angle_pitch,imu_angle_yaw,imu_angular_velocity_roll,imu_angular_velocity_pitch,imu_angular_velocity_yaw,imu_acc_x,imu_acc_y,imu_acc_z,fl_joint1_pos,fl_joint1_vel,fl_joint1_torque,fl_joint2_pos,fl_joint2_vel,fl_joint2_torque,fl_joint3_pos,fl_joint3_vel,fl_joint3_torque,fr_joint1_pos,fr_joint1_vel,fr_joint1_torque,fr_joint2_pos,fr_joint2_vel,fr_joint2_torque,fr_joint3_pos,fr_joint3_vel,fr_joint3_torque,hl_joint1_pos,hl_joint1_vel,hl_joint1_torque,hl_joint2_pos,hl_joint2_vel,hl_joint2_torque,hl_joint3_pos,hl_joint3_vel,hl_joint3_torque,hr_joint1_pos,hr_joint1_vel,hr_joint1_torque,hr_joint2_pos,hr_joint2_vel,hr_joint2_torque,hr_joint3_pos,hr_joint3_vel,hr_joint3_torque,fl_force_x,fl_force_y,fl_force_z,fr_force_x,fr_force_y,fr_force_z,hl_force_x,hl_force_y,hl_force_z,hr_force_x,hr_force_y,hr_force_z,fl_hip_action,fl_thigh_action,fl_calf_action,fr_hip_action,fr_thigh_action,fr_calf_action,hl_hip_action,hl_thigh_action,hl_calf_action,hr_hip_action,hr_thigh_action,hr_calf_action,command_lin_vel_x,command_lin_vel_y,command_lin_vel_z,command_ang_vel
2025-06-11 12:29:29.479,-0.932248,-1.233566,-105.51793,0.00094790576,0.003513016,0.0004494397,0.201151,-0.169718,9.771894,-0.011933431,0.03856659,0.5084305,-0.98635316,0.07305145,-0.3997879,1.9074733,0.017204285,-4.97139,0.010254964,-0.0132369995,-0.49744415,-0.9810126,0.022850037,-0.5853348,1.9035314,-0.009727478,-4.740673,-0.01285553,-0.058555603,0.5987625,-0.9706932,0.02986908,-1.0809479,1.9355495,0.0012588501,-6.2104225,0.017051697,0.025367737,-0.7354851,-0.9809062,0.06702423,-0.5853348,1.9319891,0.02696991,-6.0065613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1071092,1.8641201,-2.0,2.0,2.0,-2.0,2.0,0.5963277,-2.0,-0.90166384,0.44939297,-2.0,0.0,0.0,0.0,0.0
2025-06-11 12:29:29.500,-0.930418,-1.228218,-105.514694,-0.0023571718,-0.00059126515,-0.0014486233,0.185332,-0.127638,9.954154,-0.029023275,-0.974617,0.54261017,-0.94248414,1.7726517,9.983673,1.8838985,-1.5834427,-9.785915,0.036423787,1.7809677,-0.21423721,-0.9405005,1.5524673,11.315481,1.8778967,-1.7216873,-9.439232,-0.00415802,0.16902924,3.2904549,-0.94940716,1.7160416,0.41809845,1.9191463,-1.1032486,-11.007858,0.01712799,0.00034332275,-2.2333107,-0.96229047,1.7901993,0.15686417,1.9161199,-0.8272934,-11.482719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.1363357,-2.0,2.0,2.0,-2.0,2.0,1.6324012,-2.0,-2.0,-0.73442566,-2.0,0.0,0.0,0.0,0.0
2025-06-11 12:29:29.522,-0.80024,-0.706132,-105.53045,0.2863134,0.78502697,-0.063674234,-11.17995,0.496709,23.386547,-0.032837972,0.23174286,-2.5909805,-0.9178412,2.216381,3.2684822,1.868716,-1.2127304,-9.337912,0.041611776,-0.19992828,2.0941467,-0.9037268,2.0719566,9.583277,1.8649267,-1.3261795,-9.0229645,0.0021743774,-0.058784485,3.4711227,-0.8843284,4.2161217,2.9669647,1.8722255,-3.7166252,-6.162815,0.008811951,-0.61260223,-2.9034882,-0.9455058,1.012764,-8.968033,1.8828558,-1.4281845,-9.770046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.2229432,-2.0,2.0,2.0,-2.0,2.0,0.6510799,-2.0,-2.0,-0.76226735,-2.0,0.0,0.0,0.0,0.0
2025-06-11 12:29:29.543,-0.419062,0.630438,-105.4427,0.30931523,0.5192159,0.27380443,-4.58003,-0.060596,16.906178,-0.018265828,0.48557281,-3.2391853,-0.85802674,2.5577202,1.2494087,1.8211849,-2.484478,-5.9601746,0.04458724,-0.07633209,1.8866272,-0.852381,2.4260368,7.294422,1.8186163,-2.7773705,-5.269245,0.0077438354,0.3107834,2.7667656,-0.835424,1.9981003,-3.2989998,1.8034847,-2.277645,-5.6037216,-0.00705719,-0.96164703,-1.936676,-0.93963116,-0.6459427,-7.40551,1.8322729,-2.3988762,-6.7096977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0710689,-1.8183857,2.0,2.0,-2.0,2.0,1.2114046,-2.0,-2.0,-0.2572049,-2.0,0.0,0.0,0.0,0.0
2025-06-11 12:29:29.565,-0.338104,0.919774,-105.116,-0.24450022,-0.25855067,0.1768513,-0.751562,0.269343,12.261888,-0.0154429525,-0.06160736,-2.8619804,-0.8166754,1.5322495,-0.037231445,1.7625148,-2.7589073,-2.8241386,0.038636312,-0.053367615,2.1820412,-0.8041632,2.061428,5.979706,1.7465948,-3.4337273,-2.3004494,0.0046157837,-0.39974213,3.7189293,-0.78552777,1.9452286,-0.514534,1.753207,-2.3682823,-3.834896,-0.019569397,-0.6290817,-2.0465393,-0.95008343,0.1392746,-3.872738,1.7845129,-2.0225945,-5.507286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.50275856,-2.0,2.0,2.0,-2.0,2.0,1.5548992,-2.0,-2.0,-0.49209297,-2.0,0.0,0.0,0.0,0.0
2025-06-11 12:29:29.586,-0.689564,0.399327,-104.92532,-0.28206885,-0.5180837,0.09291721,-1.251573,0.86542,6.283046,-0.013917074,-0.15674591,-2.7594414,-0.7953894,0.59352875,-4.0473022,1.7065151,-2.2988548,-2.4444962,0.034211263,0.14087677,2.0904846,-0.76357484,1.6817093,5.357136,1.6816686,-2.8114738,-0.776989,-3.8146973e-05,-0.08831024,3.6066208,-0.74783856,1.0416031,1.6778831,1.7136867,-1.7141342,-3.3453865,-0.027122498,-0.18238068,-2.3150978,-0.94092816,-0.1215744,-5.691616,1.7522405,-1.1675644,-5.5146103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.7532669,-2.0,2.0,2.0,-2.0,2.0,1.5690634,-2.0,-2.0,-0.3222766,-2.0,0.0,0.0,0.0,0.0
2025-06-11 12:29:29.608,-0.798802,-0.543453,-104.75081,0.12848869,-0.65389353,0.12872235,0.333204,0.42081,3.428547,-0.030167684,-1.0380936,-1.1236725,-0.7991278,-0.6165695,-0.47058868,1.6567714,-2.2811546,-0.6964226,0.03993331,0.6019211,1.4300766,-0.72939515,1.3575363,4.424507,1.6278814,-1.9079208,-0.11657715,0.004234314,0.12004852,2.9828339,-0.72380596,1.0069656,1.1224518,1.6862972,-1.0602188,-3.436943,-0.028419495,0.039253235,-2.4420547,-0.9389445,0.50914764,-5.246052,1.7355322,-0.590477,-5.6818504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.7148999,-2.0,2.0,2.0,-2.0,2.0,1.794972,-2.0,-2.0,-0.48433495,-2.0,0.0,0.0,0.0,0.0
2025-06-11 12:29:29.629,-0.510154,-1.112086,-104.51741,0.3021356,-0.3858958,0.27809215,0.373842,0.953497,2.6992,-0.052674398,-0.91220856,-0.28015518,-0.8079779,-0.62252045,-0.5914383,1.6184719,-1.3180923,-0.5072098,0.052064046,0.8337784,0.6024246,-0.7049048,1.0408401,4.133976,1.597135,-1.2240982,-0.12512589,0.010261536,0.27561188,2.548256,-0.69489056,1.1110306,1.719387,1.6677577,-0.6901169,-3.08049,-0.025062561,0.17383575,-2.6923027,-0.93345135,0.28591156,-6.3752213,1.7302679,-0.00705719,-6.2104225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.88153845,-2.0,2.0,2.0,-2.0,2.0,1.8019888,-2.0,-2.0,-0.525033,-2.0,0.0,0.0,0.0,0.0
2025-06-11 12:29:29.649,-0.120086,-1.452069,-104.08612,0.32204682,-0.19419073,0.48996288,0.013844,1.155536,3.214785,-0.072816,-0.58734894,-0.03479004,-0.81255555,-0.23677826,0.29968643,1.5952022,-0.83408356,-0.40711212,0.068467245,0.8547592,0.11413574,-0.6872046,0.6834793,3.7970543,1.5843176,-0.21213531,-0.5841141,0.014305115,0.04383087,2.8705254,-0.66719586,1.2874985,0.711071,1.6595943,-0.2022171,-3.486992,-0.021476746,0.18779755,-2.8082695,-0.9266612,0.40851593,-7.0356293,1.7332433,0.14530182,-6.5998306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.91539836,-2.0,2.0,2.0,-2.0,2.0,1.9070807,-2.0,-2.0,-0.48594892,-2.0,0.0,0.0,0.0,0.0
2025-06-11 12:29:29.671,0.162021,-1.590813,-103.401245,0.10071387,-0.011457057,0.71225226,0.476728,1.403986,4.373089,-0.083344564,-0.35785675,-0.060424805,-0.807215,0.4556656,-0.061645508,1.5894039,0.21633148,-1.7059593,0.083573446,0.6190872,-0.5230789,-0.6747687,0.38333893,3.565117,1.5819525,0.0598526,-1.0296783,0.013923645,-0.013847351,3.0450897,-0.6363731,1.5965652,0.31433487,1.6592891,0.015068054,-3.8092613,-0.022773743,-0.13828278,-2.4396133,-0.91842145,0.22220612,-6.9575043,1.7437719,0.62519073,-7.631344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.8412585,-2.0,2.0,2.0,-2.0,2.0,2.0,-2.0,-2.0,-0.5406555,-2.0,0.0,0.0,0.0,0.0
