timestamp,imu_angle_roll,imu_angle_pitch,imu_angle_yaw,imu_angular_velocity_roll,imu_angular_velocity_pitch,imu_angular_velocity_yaw,imu_acc_x,imu_acc_y,imu_acc_z,fl_joint1_pos,fl_joint1_vel,fl_joint1_torque,fl_joint2_pos,fl_joint2_vel,fl_joint2_torque,fl_joint3_pos,fl_joint3_vel,fl_joint3_torque,fr_joint1_pos,fr_joint1_vel,fr_joint1_torque,fr_joint2_pos,fr_joint2_vel,fr_joint2_torque,fr_joint3_pos,fr_joint3_vel,fr_joint3_torque,hl_joint1_pos,hl_joint1_vel,hl_joint1_torque,hl_joint2_pos,hl_joint2_vel,hl_joint2_torque,hl_joint3_pos,hl_joint3_vel,hl_joint3_torque,hr_joint1_pos,hr_joint1_vel,hr_joint1_torque,hr_joint2_pos,hr_joint2_vel,hr_joint2_torque,hr_joint3_pos,hr_joint3_vel,hr_joint3_torque,fl_force_x,fl_force_y,fl_force_z,fr_force_x,fr_force_y,fr_force_z,hl_force_x,hl_force_y,hl_force_z,hr_force_x,hr_force_y,hr_force_z,fl_hip_action,fl_thigh_action,fl_calf_action,fr_hip_action,fr_thigh_action,fr_calf_action,hl_hip_action,hl_thigh_action,hl_calf_action,hr_hip_action,hr_thigh_action,hr_calf_action,command_lin_vel_x,command_lin_vel_y,command_lin_vel_z,command_ang_vel
2025-06-10 16:47:18.681,-1.191136,-0.919137,-0.742351,-0.0010386279,-0.00046930157,3.583161e-05,0.148921,-0.199414,9.800326,-0.011551961,-0.028572083,0.49866486,-0.98642945,0.08609772,-0.3936844,1.9061763,-0.0065231323,-4.8908234,0.012391195,0.03551483,-0.5987625,-0.9835303,0.041389465,-0.45716095,1.9035314,-0.008506775,-4.732128,-0.013999939,0.05558014,0.6695671,-0.9739738,-0.03162384,-0.95399475,1.9336753,0.025978088,-6.1445045,0.01651764,0.0014877319,-0.72571945,-0.97967887,0.0146865845,-0.60974884,1.9338964,0.030784607,-6.113983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9049448,-0.30050322,-2.0,-2.0,0.6348716,0.65898114,1.4213039,-1.8180802,-2.0,-0.6982719,-0.2312219,-2.0,0.0,0.0,0.0,0.0
2025-06-10 16:47:18.702,-1.196852,-0.918457,-0.743904,-0.0014454991,0.001245624,0.0020921784,0.27368,-0.193556,9.819742,-0.023606405,-1.5295029,0.9002838,-0.99024415,-0.023612976,-2.7093925,1.8879421,-1.1717606,-10.132601,-0.0022572426,-1.3153458,-1.5411606,-0.97277284,-0.27065277,4.2426186,1.9115423,0.18878937,-1.0565338,-0.011100769,-0.10028839,2.9559784,-1.0118918,-1.0930252,-12.102846,1.9313865,0.48770905,-13.753262,0.016059875,0.3836441,-2.2540627,-0.9805181,0.21259308,-2.879074,1.9208502,-0.3557968,-12.605782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.613028,-2.0,-2.0,0.98823464,2.0,-2.0,-2.0,-1.3515718,-2.0,-1.6334555,-2.0,0.0,0.0,0.0,0.0
2025-06-10 16:47:18.723,-1.462418,-1.15008,-0.934734,-0.25428662,-0.42314205,-0.46718913,3.260187,-4.289815,17.893135,-0.049317464,-1.3224411,0.26062393,-0.9805548,-0.50151825,4.7553215,1.8600948,-2.1571007,-7.687496,-0.027815714,-1.6862106,-0.34363174,-0.9591925,0.80768585,5.5292587,1.9211553,0.6973648,3.363697,-0.027046204,-0.81783295,-1.3397408,-1.0453849,-2.4118462,-10.906538,1.9371085,0.061836243,-10.784466,0.0062179565,-0.68920135,-2.6691093,-1.0135534,-1.0078049,-10.951706,1.9203161,0.16124725,-13.02327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,2.0,-2.0,-2.0,2.0,2.0,-2.0,-2.0,-1.1123656,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0
2025-06-10 16:47:18.744,-2.324845,-2.356777,-2.006781,-0.77805537,-1.2015265,-0.9527711,1.924515,-2.729366,17.921919,-0.08120833,-1.3778305,1.1798286,-0.9754431,0.002861023,14.773785,1.8056209,-3.4425774,-4.1193237,-0.06596269,-1.5452957,0.9308014,-0.87191224,6.2832336,2.7997246,1.9544195,1.2194443,1.5973129,-0.034980774,-0.010643005,-2.1808205,-1.1023002,-2.457775,-8.817884,1.9516044,0.6723404,-10.858931,-0.0022506714,-0.45986176,-2.6630058,-1.0462835,-1.1435318,-12.298161,1.9203924,-0.021095276,-12.863354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.5749028,-2.0,-2.0,2.0,-1.1361274,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0
2025-06-10 16:47:18.765,-2.909182,-3.898784,-2.810485,-0.20219548,-1.4378113,-0.56960636,-0.124078,-2.281702,13.775801,-0.09715377,-1.0892868,1.2347603,-0.9861243,-0.37441254,12.637524,1.7409999,-3.1999626,-2.228428,-0.08938493,-1.437645,1.4569321,-0.7297766,7.037323,-3.170826,1.9238256,-4.7604027,-2.199131,-0.03665924,-0.7403946,-1.1236725,-1.168447,-4.935116,-3.2635994,1.9912009,2.4266472,-0.9796295,-0.007820129,-0.56804657,-2.4689102,-1.0832098,-2.5841942,-9.2524605,1.921842,0.2438736,-13.253986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.995092,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0
2025-06-10 16:47:18.787,-3.230604,-5.89419,-3.125499,-0.60930693,-1.9349434,-0.1625117,0.735874,1.788474,8.583435,-0.113328084,-0.40996552,1.2323189,-0.98795533,0.074043274,15.158314,1.6709621,-2.9185143,-0.4412918,-0.10784806,-0.2703476,0.7855339,-0.6228125,3.5921135,-2.3859024,1.7955755,-6.2426453,-0.27893448,-0.051383972,-0.5275345,-1.0760651,-1.2828879,-4.6121635,0.053100586,2.0171409,0.13134003,0.4327469,-0.02620697,-1.2459946,-1.0003815,-1.1437109,-2.7582207,-6.9929047,1.9329809,0.66921234,-13.966888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,2.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-0.73120666,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0
2025-06-10 16:47:18.808,-3.65067,-7.768147,-2.842749,-0.20511629,-1.4312465,0.33257747,-0.026345,1.859693,6.799674,-0.11714278,0.16414642,0.53284454,-0.9784949,0.7866287,13.883881,1.6166408,-1.8963242,0.2093544,-0.10647477,0.24868011,0.08728027,-0.5763495,1.1704636,-0.6305046,1.6856359,-3.856701,0.19592667,-0.064201355,-0.99185944,-0.16662979,-1.3512473,-1.3322067,-1.2115669,1.9725852,-4.8683586,-1.9537659,-0.048713684,-1.0083389,-0.4339676,-1.1935308,-1.835289,-6.1579323,1.9386266,0.06198883,-13.573814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,2.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0
2025-06-10 16:47:18.829,-3.789363,-8.978745,-2.086386,0.10867572,-0.73546255,0.76684636,0.634141,0.547753,7.270334,-0.10920821,0.8309555,-0.34241104,-0.9604132,0.89588165,12.946365,1.5876491,-1.4601517,0.481575,-0.10258378,0.45719147,-0.17761612,-0.5613959,0.31345367,-0.22034073,1.6323065,-1.9210434,-0.21545792,-0.082359314,-0.89466095,0.38025665,-1.3447623,1.0326004,-5.1203156,1.9162803,-2.2554436,-9.807888,-0.06603241,-0.43437958,-0.21667862,-1.2237432,-1.3370895,-6.101776,1.937406,-0.15476227,-13.081863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,2.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0
2025-06-10 16:47:18.850,-3.307624,-9.570086,-0.768258,0.844939,-0.18243118,0.9425093,2.867762,-0.803881,7.671911,-0.090516195,0.75237274,-1.3507271,-0.9395087,0.87802887,12.334782,1.5526302,-1.4133072,1.8207054,-0.100523844,-0.15735626,0.10437012,-0.55826783,0.13431549,0.12390137,1.602094,-1.0082626,-0.31311417,-0.09464264,-0.51158905,0.4779129,-1.3113456,1.4548111,-6.7634087,1.8722587,-2.0020714,-8.542,-0.076560974,-0.45986176,-0.19836807,-1.2442663,-0.6862259,-6.1603737,1.9279455,-0.47588348,-12.390938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,2.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0
2025-06-10 16:47:18.872,-2.575914,-9.625209,0.343199,0.7428308,0.047468156,0.9525579,2.456634,-0.247852,6.597401,-0.075257406,0.69423676,-1.8890686,-0.92196107,0.67417145,11.875793,1.5278347,-0.9328842,1.9794006,-0.10662736,-0.24341583,0.61585236,-0.5575049,0.06374359,0.22278214,1.5850805,-0.529747,-0.43152618,-0.10471344,-0.423851,0.84412766,-1.2820487,1.195488,-7.4164963,1.831594,-1.7908096,-7.409172,-0.08655548,-0.41217804,0.2496376,-1.2592962,-0.7702255,-5.593956,1.9184088,-0.29323578,-12.328678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,2.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0
