timestamp,imu_angle_roll,imu_angle_pitch,imu_angle_yaw,imu_angular_velocity_roll,imu_angular_velocity_pitch,imu_angular_velocity_yaw,imu_acc_x,imu_acc_y,imu_acc_z,fl_joint1_pos,fl_joint1_vel,fl_joint1_torque,fl_joint2_pos,fl_joint2_vel,fl_joint2_torque,fl_joint3_pos,fl_joint3_vel,fl_joint3_torque,fr_joint1_pos,fr_joint1_vel,fr_joint1_torque,fr_joint2_pos,fr_joint2_vel,fr_joint2_torque,fr_joint3_pos,fr_joint3_vel,fr_joint3_torque,hl_joint1_pos,hl_joint1_vel,hl_joint1_torque,hl_joint2_pos,hl_joint2_vel,hl_joint2_torque,hl_joint3_pos,hl_joint3_vel,hl_joint3_torque,hr_joint1_pos,hr_joint1_vel,hr_joint1_torque,hr_joint2_pos,hr_joint2_vel,hr_joint2_torque,hr_joint3_pos,hr_joint3_vel,hr_joint3_torque,fl_force_x,fl_force_y,fl_force_z,fr_force_x,fr_force_y,fr_force_z,hl_force_x,hl_force_y,hl_force_z,hr_force_x,hr_force_y,hr_force_z,fl_hip_action,fl_thigh_action,fl_calf_action,fr_hip_action,fr_thigh_action,fr_calf_action,hl_hip_action,hl_thigh_action,hl_calf_action,hr_hip_action,hr_thigh_action,hr_calf_action
2025-06-10 16:39:11.988,-0.599597,-1.261773,-1.719963,-0.0033801966,3.7035887e-05,-0.0008424355,0.232382,-0.104582,9.792451,-0.0157547,0.025978088,0.69153976,-0.98351055,0.03665924,-0.5218582,1.9099147,0.01499176,-5.0580597,0.0064468384,0.029792786,-0.31555557,-0.981898,-0.001411438,-0.5255203,1.9010137,0.007972717,-4.6210403,-0.010871887,-0.035362244,0.5255203,-0.9729057,0.014152527,-1.0223541,1.9303946,-0.0182724,-5.9980164,0.019111633,0.018119812,-0.83680344,-0.97999066,-0.013313293,-0.61219025,1.9393896,-0.027275085,-6.353245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0159197,-0.31500438,-2.0,-2.0,0.6723262,1.1587465,1.4347312,-1.8437355,-2.0,-0.6717264,-0.11519501,-2.0
2025-06-10 16:39:12.009,-0.600832,-1.261376,-1.718245,0.0021919764,0.0018225601,-0.0004880813,0.21866,-0.100039,9.778473,-0.025596619,-1.712532,0.61219025,-0.98747784,-0.3634262,-2.5299454,1.893893,-1.0200882,-10.532997,-0.006828308,-1.6259384,-1.072403,-0.9693858,0.34511566,3.5614548,1.9142126,0.8587265,-0.37414932,-0.007972717,-0.0472641,2.7618828,-1.0076957,-1.3171768,-11.869688,1.9279532,0.7204819,-14.439308,0.018806458,0.7670975,-2.6190567,-0.9791514,0.54203033,-2.1832619,1.9267248,-0.69934845,-12.517891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.6642193,-2.0,-0.8618687,0.87312055,2.0,-2.0,-2.0,0.08310034,-2.0,-1.5282829,-2.0
2025-06-10 16:39:12.031,-0.923499,-1.579246,-2.046362,-0.21524508,-0.42637298,-0.6505431,3.678383,-4.422998,18.395073,-0.053901672,-1.6805649,0.5096512,-0.9765678,-0.5868149,5.1361885,1.8667324,-1.9245529,-8.379644,-0.030708313,-1.0772324,1.0772858,-0.95626324,0.7442856,4.065613,1.9304632,1.3151169,2.1258888,-0.018806458,-0.7732773,-1.8829651,-1.049047,-3.9653435,-8.999771,1.9512229,1.0554123,-6.0871277,0.010795593,-0.5119705,-3.019455,-1.0079142,-0.7892227,-10.5683975,1.9255041,0.16307831,-13.323566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,2.0,-2.0,-2.0,2.0,2.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0
2025-06-10 16:39:12.052,-1.654898,-2.5601,-2.987355,-0.8982931,-1.2843981,-0.91704804,1.372006,-0.565749,15.370007,-0.089149475,-1.7046738,1.8707542,-0.9763389,-0.10456085,14.848248,1.8201168,-2.973751,-5.338825,-0.058555603,-1.3019943,0.23498917,-0.86814374,6.111267,3.1329842,1.9606756,0.97522736,1.7792015,-0.034446716,-0.41553497,-1.7389183,-1.150518,-5.430187,-3.3588142,1.9908195,2.4605217,-0.9747467,0.0009536743,-0.71338654,-2.363926,-1.043696,-1.2652969,-12.080872,1.9300054,0.32260895,-13.643398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,2.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0
2025-06-10 16:39:12.074,-2.629857,-4.181941,-3.838209,-0.92047024,-1.6626225,-0.5903334,-2.238752,0.082387,12.362541,-0.11425018,-0.6444168,1.3116646,-0.98732525,-0.3571701,15.580681,1.7613704,-2.7633324,-3.6688805,-0.07976532,-0.91487885,0.16418839,-0.71555585,7.2108154,-3.7470055,1.9220709,-6.32428,-3.3612556,-0.050315857,-0.55194855,-0.61585236,-1.2753348,-4.712948,0.27527237,2.0167594,0.37067413,0.26916885,-0.011634827,-0.70583344,-2.1441994,-1.087794,-2.389492,-9.274433,1.942365,0.8023453,-14.657818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,2.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,1.4274352,-2.0,-2.0,-2.0
2025-06-10 16:39:12.094,-3.237419,-6.094716,-4.104481,-0.4449213,-1.8104002,-0.100924514,-1.388199,0.560452,12.248313,-0.121421814,-0.06404877,0.9417877,-0.9868675,0.49884796,14.727398,1.7042263,-2.5154533,-1.990387,-0.094947815,-0.7265854,0.61829376,-0.6167552,3.3069267,-2.113678,1.7721533,-6.3584595,0.21423721,-0.064201355,-0.25463104,-0.49134064,-1.354528,-2.5417747,0.25940323,2.0127158,-0.6584549,-0.33630753,-0.02445221,-0.9230423,-1.314106,-1.1366221,-2.072033,-8.043945,1.9547247,0.5979538,-14.926376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,2.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
2025-06-10 16:39:12.116,-3.537809,-8.200295,-3.585325,-0.040747136,-1.2277639,0.55083823,0.093696,1.263379,8.174014,-0.11646271,0.65135956,0.083618164,-0.9714561,0.8273697,13.161213,1.6568477,-2.1035423,-0.92836,-0.1039505,-0.049934387,0.3668251,-0.57952374,0.9833145,-0.5072098,1.6734289,-3.4538689,0.3253212,-0.07846832,-2.0742455,1.5912094,-1.3739829,1.3331223,-4.380562,1.9540458,-1.8317795,-13.001297,-0.040855408,-0.6192398,-0.99305725,-1.1746203,-1.5030289,-7.5422287,1.96182,0.15018463,-14.556496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,2.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
2025-06-10 16:39:12.137,-3.324168,-9.183412,-2.643537,0.84285915,-0.44820783,0.8683628,3.914049,-1.85729,10.132072,-0.09685516,0.7835007,-1.3653755,-0.94299847,1.2823105,11.796444,1.6145809,-1.861229,0.0579834,-0.101737976,-0.047798157,0.099487305,-0.5636546,0.23769379,-0.16296768,1.6242956,-1.7313766,-0.22888565,-0.08716583,-0.58963776,0.14587784,-1.3435416,1.7093277,-5.9845886,1.9199424,-1.8941879,-10.11429,-0.051841736,-0.38181305,-1.0260162,-1.197661,-0.5373764,-7.7241173,1.9578527,-0.48755646,-13.36507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,2.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
2025-06-10 16:39:12.159,-2.529681,-9.4699,-1.507072,0.8058685,-0.19861226,1.0508807,2.581349,-1.231734,8.717444,-0.07534027,0.98293304,-2.0794983,-0.9152275,1.0142136,11.136036,1.5810878,-1.7601395,1.248188,-0.1089859,-0.29644012,0.7525749,-0.5613658,0.06160736,0.25818253,1.5956091,-1.083641,-0.16052628,-0.09868622,-0.5345535,0.7830925,-1.305471,1.7366409,-7.368885,1.8739371,-2.0132103,-8.808117,-0.06313324,-0.6937027,-0.46448517,-1.2165056,-0.78624725,-6.71336,1.9456457,-0.5157089,-13.004959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,2.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
2025-06-10 16:39:12.179,-1.846778,-9.713614,-0.264478,0.742693,-0.17649041,1.0552468,3.099468,-0.376045,6.213275,-0.060539246,0.5212784,-2.1857033,-0.8911949,0.9662247,10.387733,1.5493495,-1.3399124,1.8878479,-0.11249542,-0.14766693,0.64515305,-0.5613658,0.07106781,0.33630753,1.5817999,-0.30872345,-0.41077423,-0.11211395,-0.63236237,1.3409615,-1.2799888,0.9155655,-7.125965,1.8347983,-1.81324,-7.5715256,-0.075416565,-0.5272293,-0.099487305,-1.2348162,-0.7466507,-6.343479,1.9364904,-0.44506073,-12.893875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,2.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
