timestamp,imu_angle_roll,imu_angle_pitch,imu_angle_yaw,imu_angular_velocity_roll,imu_angular_velocity_pitch,imu_angular_velocity_yaw,imu_acc_x,imu_acc_y,imu_acc_z,fl_joint1_pos,fl_joint1_vel,fl_joint1_torque,fl_joint2_pos,fl_joint2_vel,fl_joint2_torque,fl_joint3_pos,fl_joint3_vel,fl_joint3_torque,fr_joint1_pos,fr_joint1_vel,fr_joint1_torque,fr_joint2_pos,fr_joint2_vel,fr_joint2_torque,fr_joint3_pos,fr_joint3_vel,fr_joint3_torque,hl_joint1_pos,hl_joint1_vel,hl_joint1_torque,hl_joint2_pos,hl_joint2_vel,hl_joint2_torque,hl_joint3_pos,hl_joint3_vel,hl_joint3_torque,hr_joint1_pos,hr_joint1_vel,hr_joint1_torque,hr_joint2_pos,hr_joint2_vel,hr_joint2_torque,hr_joint3_pos,hr_joint3_vel,hr_joint3_torque,fl_force_x,fl_force_y,fl_force_z,fr_force_x,fr_force_y,fr_force_z,hl_force_x,hl_force_y,hl_force_z,hr_force_x,hr_force_y,hr_force_z,fl_hip_action,fl_thigh_action,fl_calf_action,fr_hip_action,fr_thigh_action,fr_calf_action,hl_hip_action,hl_thigh_action,hl_calf_action,hr_hip_action,hr_thigh_action,hr_calf_action
2025-06-10 09:01:46.098,-0.005419576,-0.027230643,-0.036583755,-0.022951819,0.024360552,-0.03682591,-1.5108566,-1.3734125,0.0,0.0,0.0059667714,-0.0020020825,0.007917608,-0.0047243442,-0.00925456,0.0059880763,0.0038046488,0.003820879,0.0013996374,-0.0077661793,-0.0032919722,0.009166958,0.00028956932,0.063116506,-0.072786905,-0.04420668,0.043382384,-0.022484988,-0.024733799,0.020416254,-0.049217056,0.030549623,-0.028532717,0.011749961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,2.0,-2.0,2.0,2.0,-1.9997284,2.0,0.74302655,-2.0,-2.0,-0.15347199,-2.0
2025-06-10 09:01:46.102,-0.09685164,-0.13184671,-0.020114686,-0.018784028,0.021218479,-0.027942328,0.0,0.0,0.0,0.0,-0.03675872,0.10189986,-0.0657058,0.036274955,0.10770429,-0.06988272,0.012167024,0.042255085,-0.07798629,-0.027803782,-0.0065574236,-0.071601495,-0.08789286,0.2901572,-0.24695213,0.14632963,0.3876151,-0.16406655,0.06178626,0.1097654,-0.27941754,-0.08886989,-0.04620547,-0.15720043,-2.0,2.0,-2.0,2.0,2.0,-1.9997284,2.0,0.74302655,-2.0,-2.0,-0.15347199,-2.0,2.0,2.0,2.0,2.0,1.0720581,-2.0,2.0,-1.9846625,-2.0,-2.0,0.054745905,-2.0
2025-06-10 09:01:46.125,0.056873728,-0.07549127,-0.0019910107,-0.004032799,-0.012607942,-0.02539295,0.0,0.0,0.0,-0.00030287178,-0.010998006,0.214248,-0.026660012,0.056545105,0.17300813,-0.11177607,0.04298354,-0.018068327,-0.07699656,-0.028707417,-0.008487287,-0.09809675,0.12400319,0.31392097,0.23854406,0.024466898,0.023318416,0.018486073,0.10348326,-0.17540137,0.04817556,0.05421054,-0.066967964,0.028415553,2.0,2.0,2.0,2.0,1.0720581,-2.0,2.0,-1.9846625,-2.0,-2.0,0.054745905,-2.0,2.0,2.0,-2.0,2.0,2.0,-2.0,2.0,-0.27310774,-2.0,-2.0,-0.3127077,-2.0
2025-06-10 09:01:46.142,0.09775062,-0.18506947,-0.034643684,-0.022433873,-0.033570986,-0.048965532,0.0,0.0,0.0,-0.0003642181,0.021182438,0.34439805,-0.051407784,0.0625751,0.18995474,-0.11501302,0.03977796,-0.031695433,-0.06739607,-0.047791395,0.005439484,-0.110633284,0.07576172,0.2235353,-0.21176803,0.04935224,-0.008988374,0.02821893,-0.068193294,-0.015664406,0.08130226,0.0009323717,0.062144764,0.052359413,2.0,2.0,-2.0,2.0,2.0,-2.0,2.0,-0.27310774,-2.0,-2.0,-0.3127077,-2.0,2.0,2.0,-2.0,2.0,2.0,-2.0,2.0,-0.44658265,-2.0,-2.0,-0.58202964,-2.0
2025-06-10 09:01:46.162,0.06835677,-0.053352874,0.013502495,0.01359477,0.027413456,-0.042601053,0.0,0.0,0.0,-0.0003412024,0.04651811,0.38500038,-0.07125056,0.05859199,0.2053646,-0.11965649,0.04269145,-0.026436485,-0.04584224,-0.045020312,0.0030137852,-0.10857871,0.02050318,-0.006289284,-0.039860535,0.047863763,0.07630193,-0.041842926,-0.03333288,-0.037734643,0.029409623,0.06457143,-0.06722026,-0.008132432,2.0,2.0,-2.0,2.0,2.0,-2.0,2.0,-0.44658265,-2.0,-2.0,-0.58202964,-2.0,2.0,2.0,-2.0,2.0,2.0,-2.0,2.0,-0.47831294,-2.0,-2.0,-0.17570196,-2.0
2025-06-10 09:01:46.182,0.018800726,0.022892714,0.085060224,0.0039057995,0.020146096,0.045194212,0.0,0.0,0.0,-0.0011639164,0.054679044,0.39340636,-0.079838805,0.07624473,0.2213097,-0.121707246,0.058634784,-0.014889187,-0.05666156,-0.04473072,-0.0078111286,-0.09572002,0.08407976,-0.0090374835,-0.02522616,0.06050234,0.0071295733,-0.010420883,0.07909197,-0.0034357186,0.04599975,0.026540054,0.057286892,-0.0027612904,2.0,2.0,-2.0,2.0,2.0,-2.0,2.0,-0.47831294,-2.0,-2.0,-0.17570196,-2.0,2.0,2.0,-2.0,2.0,2.0,-2.0,2.0,-0.6384746,-2.0,-2.0,0.11076916,-2.0
2025-06-10 09:01:46.202,0.12286278,0.026868839,0.024718124,0.04245302,0.02070349,-0.009376406,0.0,0.0,0.0,-0.0022292926,0.05880911,0.40448993,-0.109129794,0.09565621,0.24377327,-0.16053258,0.05380756,-0.012003262,-0.06928176,-0.03910569,0.006353209,-0.11751344,-0.053353976,-0.02743267,-0.04550605,0.011943574,0.109016694,-0.14694488,0.001977812,0.0532575,0.041769233,0.030444203,-0.027729321,-0.113364376,2.0,2.0,-2.0,2.0,2.0,-2.0,2.0,-0.6384746,-2.0,-2.0,0.11076916,-2.0,2.0,2.0,-2.0,2.0,2.0,-2.0,2.0,-0.48398432,-2.0,-2.0,-0.1507882,-2.0
2025-06-10 09:01:46.224,0.07488138,0.08701607,0.05224269,-0.002530942,-0.027652781,-0.004882038,0.0,0.0,0.0,-0.0027844345,0.07136634,0.4228398,-0.11041159,0.09705397,0.2823752,-0.19734786,0.06507529,-0.0028105993,-0.06413992,-0.021904329,0.026196335,-0.13972957,0.021357454,0.073864155,0.0072401785,0.06989534,0.08166188,-0.020385697,0.002544977,-0.029871339,-0.012335033,0.012026551,0.06509965,-0.101028085,2.0,2.0,-2.0,2.0,2.0,-2.0,2.0,-0.48398432,-2.0,-2.0,-0.1507882,-2.0,2.0,2.0,-2.0,2.0,2.0,-2.0,2.0,-0.5280499,-2.0,-2.0,0.058588974,-2.0
2025-06-10 09:01:46.242,0.03734997,0.050984707,0.020069899,-0.026229717,-0.019365555,0.02205079,0.0,0.0,0.0,-0.0030774751,0.08033702,0.43033478,-0.13648434,0.095324375,0.34368405,-0.22470848,0.06903479,-0.009807912,-0.076275475,-0.016608804,0.023273824,-0.14758344,0.07044298,0.08785175,-0.0059334436,-0.028666742,0.08322097,-0.00752764,0.083379745,0.07012539,0.019003017,-0.038111255,-0.024862014,0.039175376,2.0,2.0,-2.0,2.0,2.0,-2.0,2.0,-0.5280499,-2.0,-2.0,0.058588974,-2.0,2.0,2.0,-2.0,2.0,2.0,-2.0,2.0,-0.40897527,-2.0,-2.0,-0.13923575,-2.0
2025-06-10 09:01:46.263,0.009274282,0.029588427,0.0005678858,-0.021471167,0.042596895,0.03897301,0.0,0.0,0.0,-0.0033527901,0.09414791,0.44516158,-0.16042712,0.10349182,0.40709665,-0.25720897,0.06551975,-0.0075765965,-0.068545125,-0.021104272,0.044403795,-0.14678174,0.09524235,0.051798005,-0.09623489,0.0643802,0.15451895,-0.07699249,-0.056429025,-0.019616533,0.069089346,0.02678466,0.042303327,-0.034685776,2.0,2.0,-2.0,2.0,2.0,-2.0,2.0,-0.40897527,-2.0,-2.0,-0.13923575,-2.0,2.0,2.0,-2.0,2.0,2.0,-2.0,2.0,-0.5314747,-2.0,-2.0,0.026835164,-2.0
