timestamp,sim_time,physics_step,control_step,imu_angle_roll,imu_angle_pitch,imu_angle_yaw,imu_angular_velocity_roll,imu_angular_velocity_pitch,imu_angular_velocity_yaw,imu_acc_x,imu_acc_y,imu_acc_z,fl_joint1_pos,fl_joint1_vel,fl_joint1_torque,fl_joint2_pos,fl_joint2_vel,fl_joint2_torque,fl_joint3_pos,fl_joint3_vel,fl_joint3_torque,fr_joint1_pos,fr_joint1_vel,fr_joint1_torque,fr_joint2_pos,fr_joint2_vel,fr_joint2_torque,fr_joint3_pos,fr_joint3_vel,fr_joint3_torque,hl_joint1_pos,hl_joint1_vel,hl_joint1_torque,hl_joint2_pos,hl_joint2_vel,hl_joint2_torque,hl_joint3_pos,hl_joint3_vel,hl_joint3_torque,hr_joint1_pos,hr_joint1_vel,hr_joint1_torque,hr_joint2_pos,hr_joint2_vel,hr_joint2_torque,hr_joint3_pos,hr_joint3_vel,hr_joint3_torque,fl_force_x,fl_force_y,fl_force_z,fr_force_x,fr_force_y,fr_force_z,hl_force_x,hl_force_y,hl_force_z,hr_force_x,hr_force_y,hr_force_z,fl_hip_action,fl_thigh_action,fl_calf_action,fr_hip_action,fr_thigh_action,fr_calf_action,hl_hip_action,hl_thigh_action,hl_calf_action,hr_hip_action,hr_thigh_action,hr_calf_action
2025-07-19 14:43:29.748,0.0,0,0,0.017980024,0.0028229423,0.011524434,-0.021188539,0.040202945,0.03740041,1.2263914,-0.2865317,0.0,0.0,-0.007310893,0.0034421317,-0.009204333,-0.007175238,0.008187463,0.0099583315,-4.1849256e-05,0.0030900927,0.0051316996,0.0008773541,0.0094275605,-0.003015414,0.050930906,-0.004049506,-0.044287656,0.027879538,-0.051569495,0.03325454,-0.06205005,-0.016320696,-0.06936408,-0.040347334,-0.044485625,-0.041101903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23495,0.5397516,0.90381515,-0.58570594,2.0,-0.14516805,-0.1890971,0.8135384,2.0,0.5317604,1.8072944,0.42866227
2025-07-19 14:43:29.760,0.02,20,1,0.2965762,-0.06860561,0.028667318,0.03220942,0.020643542,-0.0102772415,0.0,0.0,0.0,0.0,0.020623116,0.019426582,0.009812211,-0.021439314,0.04777128,0.0011766161,-0.009429236,0.044830248,0.040113658,0.018712284,0.059840582,0.0040968694,0.030358952,0.108984634,0.05477238,0.017884212,0.20465808,0.045542974,0.053455044,0.12929481,0.15709364,0.070594266,0.23266809,0.065938056,1.23495,0.5397516,0.90381515,-0.58570594,2.0,-0.14516805,-0.1890971,0.8135384,2.0,0.5317604,1.8072944,0.42866227,1.157422,-2.0,-1.1804314,0.4763582,-2.0,0.4203085,1.7316182,-0.12765312,1.6146781,-1.7417908,-2.0,-2.0
2025-07-19 14:43:29.780,0.04,40,2,-0.07192711,-0.123510286,0.10210646,-0.028066548,-0.021814007,0.0148761915,0.0,0.0,0.0,0.00055700203,0.05838743,0.020899054,-0.005200976,0.0013369512,0.06953664,-0.002664455,0.034460954,0.04330607,0.06795841,-0.01888551,0.07568187,-0.035276994,0.018921137,-0.095261484,-0.042823646,0.076461844,0.04322123,-0.020433214,0.16409083,-0.10638217,0.025620507,-0.119960435,-0.05915129,-0.16480409,1.157422,-2.0,-1.1804314,0.4763582,-2.0,0.4203085,1.7316182,-0.12765312,1.6146781,-1.7417908,-2.0,-2.0,2.0,-2.0,-0.9538741,1.2870268,-0.72400653,-0.38241586,-1.5621998,2.0,2.0,-1.832392,-1.3891898,1.1167231
2025-07-19 14:43:29.803,0.06,60,3,-0.2710168,0.0070426636,-0.27195212,-0.015314194,0.031309467,-0.019670963,0.0,0.0,0.0,-8.3290615e-05,0.10719325,-0.08444968,-0.04047916,0.025405724,0.045912683,-0.0035837684,0.029385906,0.06194317,0.10840948,-0.07710382,-0.02221032,-0.0063444125,0.06565149,-0.34329456,-0.029403413,0.12610821,-0.06011183,-0.005085394,-0.015837332,0.110689975,0.1235176,-0.13742259,-0.31968638,0.07785933,2.0,-2.0,-0.9538741,1.2870268,-0.72400653,-0.38241586,-1.5621998,2.0,2.0,-1.832392,-1.3891898,1.1167231,-0.4337415,-2.0,2.0,0.06291181,-0.24129647,-1.554398,0.5606549,-0.67361724,0.9505756,-0.57106376,2.0,2.0
2025-07-19 14:43:29.820,0.08,80,4,-0.15138808,0.20711511,0.026441818,-0.03103989,-0.02640976,-0.0025292563,0.0,0.0,0.0,0.002372147,0.09996644,-0.22057039,0.012293347,0.018682035,0.0156061305,-0.05232769,0.03571759,0.047695637,0.11059758,-0.07423334,-0.052839052,0.039407928,-0.10896409,-0.3033383,0.056903902,-0.030869847,-0.08690951,-0.044519417,0.095028125,-0.08907437,-0.043331254,0.035704415,0.053398535,0.06291099,-0.4337415,-2.0,2.0,0.06291181,-0.24129647,-1.554398,0.5606549,-0.67361724,0.9505756,-0.57106376,2.0,2.0,0.6383365,1.496167,2.0,-1.9770719,0.2963018,-2.0,2.0,2.0,2.0,-0.1865692,0.7370958,2.0
2025-07-19 14:43:29.841,0.1,100,5,0.18329276,0.15816659,-0.04999245,0.015444689,0.06149872,0.015857074,0.0,0.0,0.0,0.004481216,0.09427724,-0.26946282,0.06468827,-0.024276271,0.032799024,-0.10275002,0.08712118,0.062222008,0.14948003,-0.07786007,0.009254528,0.08102569,-0.04798072,-0.065218896,0.106652856,-0.14695594,0.09595103,-0.17228898,0.1658619,0.19069183,0.03380404,-0.027600246,0.17439468,0.12951517,0.6383365,1.496167,2.0,-1.9770719,0.2963018,-2.0,2.0,2.0,2.0,-0.1865692,0.7370958,2.0,-1.146563,0.77297837,2.0,-0.6142705,-2.0,-0.18321483,2.0,-0.033282034,2.0,1.2392223,-2.0,2.0
2025-07-19 14:43:29.861,0.12000000000000001,120,6,0.03331929,0.08099118,-0.10117235,0.016201574,-0.008732907,-0.020350488,0.0,0.0,0.0,0.004818452,0.09255517,-0.26879075,0.096559934,-0.045898616,-0.015152272,-0.07822131,0.13246508,0.05323026,0.17662363,-0.0442673,0.016083844,0.1207787,-0.058529034,-0.010268669,0.14106427,-0.080183715,-0.14595576,-0.027653204,0.14635275,-0.06289783,0.004138935,-0.006878974,0.050008703,0.12197115,-1.146563,0.77297837,2.0,-0.6142705,-2.0,-0.18321483,2.0,-0.033282034,2.0,1.2392223,-2.0,2.0,-2.0,0.6812909,-0.11891897,-2.0,-1.8079824,0.87296003,2.0,1.4344054,2.0,1.5523493,-1.1537256,2.0
2025-07-19 14:43:29.881,0.14,140,7,0.02304627,-0.106056735,-0.05110133,0.0005849721,-0.016065462,0.042442124,0.0,0.0,0.0,0.00621218,0.077039495,-0.24553663,0.06985621,-0.08610088,-0.09289417,-0.045849424,0.16932784,0.10056872,0.19779061,-0.05402103,0.0074920566,0.15435266,0.008653141,0.059885055,-0.11386748,-0.12180327,-0.14203674,0.156021,0.008561663,0.21825439,-0.006115351,0.09584332,-0.061223064,0.13700104,-2.0,0.6812909,-0.11891897,-2.0,-1.8079824,0.87296003,2.0,1.4344054,2.0,1.5523493,-1.1537256,2.0,-1.8330334,0.41780984,-0.2615862,-1.4721621,-2.0,1.6575589,2.0,-2.0,2.0,0.4300416,0.94398224,2.0
2025-07-19 14:43:29.903,0.16,160,8,0.3034868,0.13257651,0.09676752,0.028065145,-0.053331077,-0.049353432,0.0,0.0,0.0,0.0075190375,0.039457593,-0.18915696,0.03826583,-0.12413484,-0.1903127,-0.00161451,0.20194474,0.094282515,0.22359213,-0.0447339,0.023981217,0.18453445,-0.16679433,0.07507723,-0.081931874,-0.01020991,-0.29778662,0.062024593,0.046333406,-0.12824014,0.07443075,-0.04245352,0.06734751,0.102225706,-1.8330334,0.41780984,-0.2615862,-1.4721621,-2.0,1.6575589,2.0,-2.0,2.0,0.4300416,0.94398224,2.0,-1.6150613,1.6745067,-1.7301879,-0.5903755,-1.4108,2.0,0.25641394,-1.8829592,2.0,-0.7690043,-0.66342485,2.0
2025-07-19 14:43:29.921,0.18,180,9,0.005074134,0.20968099,-0.07095853,-0.03755255,-0.04864411,-0.0252664,0.0,0.0,0.0,0.00726747,-0.0021187854,-0.11706258,-0.015428411,-0.12718755,-0.2792777,0.046222005,0.17482215,0.021974757,0.23623061,-0.04905689,0.050128266,0.19600116,-0.05169914,0.15967646,-0.19051176,-0.019923873,-0.11650882,0.14214437,-0.021041157,-0.32779497,0.11487553,-0.002948631,0.040572837,0.10952165,-1.6150613,1.6745067,-1.7301879,-0.5903755,-1.4108,2.0,0.25641394,-1.8829592,2.0,-0.7690043,-0.66342485,2.0,-0.77438337,1.1500084,-2.0,-0.30344504,-0.075036146,2.0,-0.9516715,0.9868656,2.0,0.26633543,2.0,1.6564829
